Feature ID	Taxon	Confidence
K05895	cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]	1
K05896	scpA; segregation and condensation protein A	1
K05910	npr; NADH peroxidase [EC:1.11.1.1]	1
K05916	hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]	1
K05919	dfx; superoxide reductase [EC:1.15.1.2]	1
K05921	hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]	1
K05922	hydB; quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1]	1
K05927	hydA; quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1]	1
K05934	E2.1.1.131, cobJ, cbiH; precorrin-3B C17-methyltransferase [EC:2.1.1.131]	1
K05936	cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	1
K05939	aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]	1
K05946	tagA, tarA; N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]	1
K05952	K05952; uncharacterized protein	1
K05964	citX; holo-ACP synthase [EC:2.7.7.61]	1
K05966	citG; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	1
K05970	SIAE; sialate O-acetylesterase [EC:3.1.1.53]	1
K05982	E3.1.21.7, nfi; deoxyribonuclease V [EC:3.1.21.7]	1
K05984	cho; excinuclease Cho [EC:3.1.25.-]	1
K05985	rnmV; ribonuclease M5 [EC:3.1.26.8]	1
K05988	dexA; dextranase [EC:3.2.1.11]	1
K05989	ramA; alpha-L-rhamnosidase [EC:3.2.1.40]	1
K05992	amyM; maltogenic alpha-amylase [EC:3.2.1.133]	1
K05995	pepE; dipeptidase E [EC:3.4.13.21]	1
K06001	trpB; tryptophan synthase beta chain [EC:4.2.1.20]	1
K06013	STE24; STE24 endopeptidase [EC:3.4.24.84]	1
K06016	pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]	1
K06019	ppaX; pyrophosphatase PpaX [EC:3.6.1.1]	1
K06023	hprK, ptsK; HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	1
K06024	scpB; segregation and condensation protein B	1
K06039	ychN; uncharacterized protein involved in oxidation of intracellular sulfur	1
K06041	kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]	1
K06042	cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]	1
K06044	treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]	1
K06048	gshA, ybdK; glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	1
K06073	ABC.VB12.P, btuC; vitamin B12 transport system permease protein	1
K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin	1
K06076	fadL; long-chain fatty acid transport protein	1
K06077	slyB; outer membrane lipoprotein SlyB	1
K06078	lpp; murein lipoprotein	1
K06079	cutF, nlpE; copper homeostasis protein (lipoprotein)	1
K06113	abnA; arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]	1
K06121	dhbC; glycerol dehydratase medium subunit [EC:4.2.1.30]	1
K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]	1
K06133	LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]	1
K06136	pqqB; pyrroloquinoline quinone biosynthesis protein B	1
K06137	pqqC; pyrroloquinoline-quinone synthase [EC:1.3.3.11]	1
K06142	hlpA, ompH; outer membrane protein	1
K06143	creD; inner membrane protein	1
K06144	uspB; universal stress protein B	1
K06145	gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor	1
K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial	1
K06148	ABCC-BAC; ATP-binding cassette, subfamily C, bacterial	1
K06149	uspA; universal stress protein A	1
K06151	E1.1.99.3A; gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]	1
K06153	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]	1
K06155	gntT; Gnt-I system high-affinity gluconate transporter	1
K06156	gntU; Gnt-I system low-affinity gluconate transporter	1
K06158	ABCF3; ATP-binding cassette, subfamily F, member 3	1
K06159	yojI; multidrug/microcin transport system ATP-binding/permease protein	1
K06165	phnH; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]	1
K06166	phnG; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]	1
K06167	phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]	1
K06168	miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	1
K06173	truA, PUS1; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	1
K06175	truC; tRNA pseudouridine65 synthase [EC:5.4.99.26]	1
K06176	truD, PUS7; tRNA pseudouridine13 synthase [EC:5.4.99.27]	1
K06177	rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	1
K06178	rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	1
K06179	rluC; 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	1
K06180	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	1
K06181	rluE; 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]	1
K06182	rluF; 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]	1
K06183	rsuA; 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	1
K06186	bamE, smpA; outer membrane protein assembly factor BamE	1
K06187	recR; recombination protein RecR	1
K06188	aqpZ; aquaporin Z	1
K06189	corC; magnesium and cobalt transporter	1
K06190	ispZ; intracellular septation protein	1
K06191	nrdH; glutaredoxin-like protein NrdH	1
K06192	pqiB; paraquat-inducible protein B	1
K06193	phnA; protein PhnA	1
K06194	nlpD; lipoprotein NlpD	1
K06196	ccdA; cytochrome c-type biogenesis protein	1
K06198	coiA; competence protein CoiA	1
K06199	crcB, FEX; fluoride exporter	1
K06200	cstA; carbon starvation protein	1
K06201	cutC; copper homeostasis protein	1
K06202	cyaY; CyaY protein	1
K06203	cysZ; CysZ protein	1
K06204	dksA; DnaK suppressor protein	1
K06205	mioC; MioC protein	1
K06206	sfsA; sugar fermentation stimulation protein A	1
K06207	typA, bipA; GTP-binding protein	1
K06208	aroH; chorismate mutase [EC:5.4.99.5]	1
K06209	pheB; chorismate mutase [EC:5.4.99.5]	1
K06211	nadR; HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]	1
K06212	focA; formate transporter	1
K06213	mgtE; magnesium transporter	1
K06215	pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	1
K06217	phoH, phoL; phosphate starvation-inducible protein PhoH and related proteins	1
K06218	relE, stbE; mRNA interferase RelE/StbE	1
K06219	smtA; S-adenosylmethionine-dependent methyltransferase	1
K06221	dkgA; 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	1
K06223	dam; DNA adenine methylase [EC:2.1.1.72]	1
K06281	hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]	1
K06282	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	1
K06286	ezrA; septation ring formation regulator	1
K06287	maf; septum formation protein	1
K06317	bofA; inhibitor of the pro-sigma K processing machinery	1
K06320	cgeB; spore maturation protein CgeB	1
K06330	cotH; spore coat protein H	1
K06346	jag; spoIIIJ-associated protein	1
K06381	spoIID; stage II sporulation protein D	1
K06400	spoIVCA; site-specific DNA recombinase	1
K06409	spoVB; stage V sporulation protein B	1
K06412	spoVG; stage V sporulation protein G	1
K06415	spoVR; stage V sporulation protein R	1
K06416	spoVS; stage V sporulation protein S	1
K06442	tlyA; 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	1
K06445	fadE; acyl-CoA dehydrogenase [EC:1.3.99.-]	1
K06447	astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]	1
K06518	cidA; holin-like protein	1
K06603	flaG; flagellar protein FlaG	1
K06604	flaI; flagellar rod protein FlaI	1
K06605	iolH; myo-inositol catabolism protein IolH	1
K06608	iolR; DeoR family transcriptional regulator, myo-inositol catabolism operon repressor	1
K06610	iolF; MFS transporter, SP family, inositol transporter	1
K06720	ectC; L-ectoine synthase [EC:4.2.1.108]	1
K06726	rbsD; D-ribose pyranase [EC:5.4.99.62]	1
K06794	NCAN, CSPG3; neurocan core protein	1
K06857	tupC, vupC; tungstate transport system ATP-binding protein [EC:3.6.3.55]	1
K06858	ABC.VB12.S1, btuF; vitamin B12 transport system substrate-binding protein	1
K06860	K06860; putative heme uptake system protein	1
K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	1
K06864	larE; pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase	1
K06866	grcA; autonomous glycyl radical cofactor	1
K06867	K06867; uncharacterized protein	1
K06871	K06871; uncharacterized protein	1
K06872	K06872; uncharacterized protein	1
K06877	K06877; DEAD/DEAH box helicase domain-containing protein	1
K06878	K06878; tRNA-binding protein	1
K06879	queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	1
K06881	nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]	1
K06885	K06885; uncharacterized protein	1
K06886	glbN; hemoglobin	1
K06888	K06888; uncharacterized protein	1
K06889	K06889; uncharacterized protein	1
K06890	K06890; uncharacterized protein	1
K06891	clpS; ATP-dependent Clp protease adaptor protein ClpS	1
K06893	K06893; uncharacterized protein	1
K06895	lysE, argO; L-lysine exporter family protein LysE/ArgO	1
K06896	mapP; maltose 6'-phosphate phosphatase [EC:3.1.3.90]	1
K06897	K06897; 7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]	1
K06898	larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]	1
K06899	ndpA; nucleoid-associated protein	1
K06901	pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease	1
K06902	UMF1; MFS transporter, UMF1 family	1
K06903	K06903; uncharacterized protein	1
K06904	K06904; uncharacterized protein	1
K06905	K06905; uncharacterized protein	1
K06907	K06907; uncharacterized protein	1
K06908	K06908; uncharacterized protein	1
K06909	xtmB; phage terminase large subunit	1
K06910	K06910; uncharacterized protein	1
K06911	K06911; uncharacterized protein	1
K06915	K06915; uncharacterized protein	1
K06916	zapE; cell division protein ZapE	1
K06917	selU; tRNA 2-selenouridine synthase [EC:2.9.1.-]	1
K06918	K06918; uncharacterized protein	1
K06919	K06919; putative DNA primase/helicase	1
K06920	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	1
K06921	K06921; uncharacterized protein	1
K06923	K06923; uncharacterized protein	1
K06925	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	1
K06926	K06926; uncharacterized protein	1
K06929	K06929; uncharacterized protein	1
K06938	K06938; uncharacterized protein	1
K06940	K06940; uncharacterized protein	1
K06941	rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	1
K06942	ychF; ribosome-binding ATPase	1
K06945	K06945; uncharacterized protein	1
K06946	K06946; uncharacterized protein	1
K06948	yqeH; 30S ribosome assembly GTPase	1
K06949	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	1
K06950	K06950; uncharacterized protein	1
K06957	tmcA; tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]	1
K06958	rapZ; RNase adapter protein RapZ	1
K06959	tex; protein Tex	1
K06960	K06960; uncharacterized protein	1
K06962	K06962; uncharacterized protein	1
K06966	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	1
K06967	trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	1
K06968	rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]	1
K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	1
K06970	rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]	1
K06972	PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]	1
K06973	K06973; uncharacterized protein	1
K06975	K06975; uncharacterized protein	1
K06976	K06976; uncharacterized protein	1
K06979	mph; macrolide phosphotransferase	1
K06980	ygfZ; tRNA-modifying protein YgfZ	1
K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	1
K06989	nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]	1
K06992	K06992; uncharacterized protein	1
K06994	K06994; putative drug exporter of the RND superfamily	1
K06995	K06995; uncharacterized protein	1
K06996	K06996; uncharacterized protein	1
K06997	yggS, PROSC; PLP dependent protein	1
K06999	K06999; phospholipase/carboxylesterase	1
K07000	K07000; uncharacterized protein	1
K07001	K07001; NTE family protein	1
K07003	K07003; uncharacterized protein	1
K07004	K07004; uncharacterized protein	1
K07005	K07005; uncharacterized protein	1
K07006	K07006; uncharacterized protein	1
K07007	K07007; uncharacterized protein	1
K07008	egtC; gamma-glutamyl hercynylcysteine S-oxide hydrolase [EC:3.5.1.118]	1
K07009	K07009; uncharacterized protein	1
K07010	K07010; putative glutamine amidotransferase	1
K07011	K07011; uncharacterized protein	1
K07012	cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]	1
K07014	K07014; uncharacterized protein	1
K07015	K07015; uncharacterized protein	1
K07016	csm1, cas10; CRISPR-associated protein Csm1	1
K07017	K07017; uncharacterized protein	1
K07018	K07018; uncharacterized protein	1
K07019	K07019; uncharacterized protein	1
K07023	K07023; putative hydrolases of HD superfamily	1
K07024	SPP; sucrose-6-phosphatase [EC:3.1.3.24]	1
K07025	K07025; putative hydrolase of the HAD superfamily	1
K07027	K07027; glycosyltransferase 2 family protein	1
K07029	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	1
K07030	K07030; uncharacterized protein	1
K07032	K07032; uncharacterized protein	1
K07034	K07034; uncharacterized protein	1
K07035	K07035; uncharacterized protein	1
K07037	K07037; uncharacterized protein	1
K07038	K07038; inner membrane protein	1
K07039	K07039; uncharacterized protein	1
K07040	K07040; uncharacterized protein	1
K07042	ybeY, yqfG; probable rRNA maturation factor	1
K07043	K07043; uncharacterized protein	1
K07045	K07045; uncharacterized protein	1
K07047	nfdA; N-substituted formamide deformylase [EC:3.5.1.91]	1
K07048	PTER, php; phosphotriesterase-related protein	1
K07052	K07052; uncharacterized protein	1
K07053	E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	1
K07054	K07054; uncharacterized protein	1
K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	1
K07058	K07058; membrane protein	1
K07059	K07059; uncharacterized protein	1
K07062	fitB; toxin FitB [EC:3.1.-.-]	1
K07067	disA; diadenylate cyclase [EC:2.7.7.85]	1
K07071	K07071; uncharacterized protein	1
K07074	K07074; uncharacterized protein	1
K07075	K07075; uncharacterized protein	1
K07076	K07076; uncharacterized protein	1
K07078	K07078; uncharacterized protein	1
K07079	K07079; uncharacterized protein	1
K07080	K07080; uncharacterized protein	1
K07082	K07082; UPF0755 protein	1
K07084	yuiF; putative amino acid transporter	1
K07085	K07085; putative transport protein	1
K07088	K07088; uncharacterized protein	1
K07089	K07089; uncharacterized protein	1
K07090	K07090; uncharacterized protein	1
K07091	lptF; lipopolysaccharide export system permease protein	1
K07095	K07095; uncharacterized protein	1
K07096	K07096; uncharacterized protein	1
K07097	K07097; uncharacterized protein	1
K07098	K07098; uncharacterized protein	1
K07099	K07099; uncharacterized protein	1
K07100	K07100; putative phosphoribosyl transferase	1
K07101	K07101; uncharacterized protein	1
K07102	amgK; N-acetylmuramate 1-kinase [EC:2.7.1.221]	1
K07104	catE; catechol 2,3-dioxygenase [EC:1.13.11.2]	1
K07105	K07105; uncharacterized protein	1
K07106	murQ; N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	1
K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]	1
K07109	K07109; uncharacterized protein	1
K07112	K07112; uncharacterized protein	1
K07113	fxsA; UPF0716 protein FxsA	1
K07114	yfbK; Ca-activated chloride channel homolog	1
K07115	rlmJ; 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	1
K07118	K07118; uncharacterized protein	1
K07119	K07119; uncharacterized protein	1
K07121	K07121; uncharacterized protein	1
K07122	mlaB; phospholipid transport system transporter-binding protein	1
K07124	K07124; uncharacterized protein	1
K07125	K07125; uncharacterized protein	1
K07126	K07126; uncharacterized protein	1
K07127	uraH, pucM, hiuH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]	1
K07128	K07128; uncharacterized protein	1
K07131	K07131; uncharacterized protein	1
K07132	MuB; ATP-dependent target DNA activator [EC:3.6.1.3]	1
K07133	K07133; uncharacterized protein	1
K07137	K07137; uncharacterized protein	1
K07138	K07138; uncharacterized protein	1
K07139	K07139; uncharacterized protein	1
K07140	K07140; uncharacterized protein	1
K07141	mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]	1
K07146	K07146; UPF0176 protein	1
K07148	K07148; uncharacterized protein	1
K07149	K07149; uncharacterized protein	1
K07150	K07150; uncharacterized protein	1
K07152	SCO1_2; protein SCO1/2	1
K07153	hflD; high frequency lysogenization protein	1
K07154	hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]	1
K07156	copC, pcoC; copper resistance protein C	1
K07159	K07159; uncharacterized protein	1
K07160	K07160; UPF0271 protein	1
K07164	K07164; uncharacterized protein	1
K07166	K07166; ACT domain-containing protein	1
K07171	mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]	1
K07172	mazE, chpAI; antitoxin MazE	1
K07173	luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]	1
K07175	phoH2; PhoH-like ATPase	1
K07176	K07176; putative serine/threonine protein kinase	1
K07177	K07177; Lon-like protease	1
K07180	prkA; serine protein kinase	1
K07182	K07182; CBS domain-containing protein	1
K07183	nasT; two-component system, response regulator / RNA-binding antiterminator	1
K07184	ygiM; SH3 domain protein	1
K07186	smp; membrane protein	1
K07192	FLOT; flotillin	1
K07199	PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit	1
K07213	ATOX1, ATX1, copZ, golB; copper chaperone	1
K07214	fes; enterochelin esterase and related enzymes	1
K07215	pigA, hemO; heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]	1
K07217	K07217; Mn-containing catalase	1
K07218	nosD; nitrous oxidase accessory protein	1
K07219	K07219; putative molybdopterin biosynthesis protein	1
K07220	K07220; uncharacterized protein	1
K07221	oprO_P; phosphate-selective porin OprO and OprP	1
K07223	K07223; putative iron-dependent peroxidase	1
K07224	efeO; iron uptake system component EfeO	1
K07226	hugZ, hutZ; heme iron utilization protein	1
K07228	K07228; TrkA domain protein	1
K07229	yqjH; ferric-chelate reductase (NADPH) [EC:1.16.1.9]	1
K07230	p19, ftrA; periplasmic iron binding protein	1
K07232	CHAC, chaC; glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]	1
K07234	K07234; uncharacterized protein involved in response to NO	1
K07235	tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	1
K07236	tusC, dsrF; tRNA 2-thiouridine synthesizing protein C	1
K07237	tusB, dsrH; tRNA 2-thiouridine synthesizing protein B	1
K07238	TC.ZIP, zupT, ZRT3, ZIP2; zinc transporter, ZIP family	1
K07240	chrA; chromate transporter	1
K07242	K07242; putative multicomponent Na+:H+ antiporter subunit B	1
K07243	FTR, FTH1, efeU; high-affinity iron transporter	1
K07245	pcoD; copper resistance protein D	1
K07246	ttuC, dmlA; tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	1
K07248	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]	1
K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	1
K07258	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	1
K07259	dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	1
K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	1
K07261	mepA; penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]	1
K07262	pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]	1
K07263	pqqL; zinc protease [EC:3.4.24.-]	1
K07264	arnT, pmrK; 4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]	1
K07265	kpsS, lipB; capsular polysaccharide export protein	1
K07266	kpsC, lipA; capsular polysaccharide export protein	1
K07267	oprB; porin	1
K07268	oapA; opacity associated protein	1
K07270	K07270; glycosyl transferase, family 25	1
K07271	licD; lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-]	1
K07272	rgpF; rhamnosyltransferase [EC:2.4.1.-]	1
K07273	acm; lysozyme	1
K07274	mipA, ompV; MipA family protein	1
K07275	ompW; outer membrane protein	1
K07277	SAM50, TOB55, bamA; outer membrane protein insertion porin family	1
K07278	tamA; translocation and assembly module TamA	1
K07280	K07280; outer membrane protein	1
K07282	capA, pgsA; gamma-polyglutamate biosynthesis protein CapA	1
K07283	ydiY; putative salt-induced outer membrane protein	1
K07284	srtA; sortase A [EC:3.4.22.70]	1
K07285	slp; outer membrane lipoprotein	1
K07286	yajG; uncharacterized lipoprotein	1
K07287	bamC; outer membrane protein assembly factor BamC	1
K07288	tspA; uncharacterized membrane protein	1
K07300	chaA, CAX; Ca2+:H+ antiporter	1
K07301	yrbG; cation:H+ antiporter	1
K07302	iorA; isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]	1
K07304	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	1
K07305	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	1
K07306	dmsA; anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]	1
K07307	dmsB; anaerobic dimethyl sulfoxide reductase subunit B (DMSO reductase iron- sulfur subunit)	1
K07308	dmsC; anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase anchor subunit)	1
K07313	pphA; serine/threonine protein phosphatase 1 [EC:3.1.3.16]	1
K07316	mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	1
K07317	K07317; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	1
K07318	K07318; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	1
K07319	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	1
K07320	prmB; ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]	1
K07322	ytfE, scdA; regulator of cell morphogenesis and NO signaling	1
K07323	mlaC; phospholipid transport system substrate-binding protein	1
K07334	higB-1; toxin HigB-1	1
K07335	bmpA, bmpB, tmpC; basic membrane protein A and related proteins	1
K07336	K07336; PKHD-type hydroxylase [EC:1.14.11.-]	1
K07337	K07337; penicillin-binding protein activator	1
K07340	ybbJ; inner membrane protein	1
K07341	doc; death on curing protein	1
K07343	tfoX; DNA transformation protein and related proteins	1
K07344	trbL; type IV secretion system protein TrbL	1
K07345	fimA; major type 1 subunit fimbrin (pilin)	1
K07346	fimC; fimbrial chaperone protein	1
K07349	fimG; minor fimbrial subunit	1
K07351	fimI; fimbrial protein	1
K07386	pepO; putative endopeptidase [EC:3.4.24.-]	1
K07387	K07387; putative metalloprotease [EC:3.4.24.-]	1
K07390	grxD, GLRX5; monothiol glutaredoxin	1
K07391	comM; magnesium chelatase family protein	1
K07393	ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]	1
K07395	K07395; putative proteasome-type protease	1
K07397	yhfA; putative redox protein	1
K07399	resB, ccs1; cytochrome c biogenesis protein	1
K07400	nfuA; Fe/S biogenesis protein NfuA	1
K07401	K07401; selenoprotein W-related protein	1
K07402	xdhC; xanthine dehydrogenase accessory factor	1
K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]	1
K07405	E3.2.1.1A; alpha-amylase [EC:3.2.1.1]	1
K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22]	1
K07442	TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]	1
K07443	ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein	1
K07444	ypsC; putative N6-adenine-specific DNA methylase [EC:2.1.1.-]	1
K07447	ruvX; putative holliday junction resolvase [EC:3.1.-.-]	1
K07448	mrr; restriction system protein	1
K07452	mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]	1
K07454	K07454; putative restriction endonuclease	1
K07455	recT; recombination protein RecT	1
K07456	mutS2; DNA mismatch repair protein MutS2	1
K07457	K07457; endonuclease III related protein	1
K07458	vsr; DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]	1
K07460	yraN; putative endonuclease	1
K07461	K07461; putative endonuclease	1
K07462	recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	1
K07464	cas4; CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]	1
K07467	rstA1; phage replication initiation protein	1
K07473	dinJ; DNA-damage-inducible protein J	1
K07474	xtmA; phage terminase small subunit	1
K07475	cas3; CRISPR-associated endonuclease Cas3-HD [EC:3.1.-.-]	1
K07478	ycaJ; putative ATPase	1
K07479	yrdD; putative DNA topoisomerase	1
K07480	insB; insertion element IS1 protein InsB	1
K07481	K07481; transposase, IS5 family	1
K07482	K07482; transposase, IS30 family	1
K07483	K07483; transposase	1
K07484	K07484; transposase	1
K07485	K07485; transposase	1
K07486	K07486; transposase	1
K07487	K07487; transposase	1
K07488	K07488; transposase	1
K07490	feoC; ferrous iron transport protein C	1
K07491	K07491; putative transposase	1
K07493	K07493; putative transposase	1
K07496	K07496; putative transposase	1
K07497	K07497; putative transposase	1
K07498	K07498; putative transposase	1
K07501	K07501; 3'-5' exonuclease	1
K07502	yprB; uncharacterized protein	1
K07503	nucS; endonuclease [EC:3.1.-.-]	1
K07504	K07504; predicted type IV restriction endonuclease	1
K07507	mgtC; putative Mg2+ transporter-C (MgtC) family protein	1
K07509	HADHB; acetyl-CoA acyltransferase [EC:2.3.1.16]	1
K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	1
K07533	prsA; foldase protein PrsA [EC:5.2.1.8]	1
K07545	bbsG; (R)-benzylsuccinyl-CoA dehydrogenase [EC:1.3.8.3]	1
K07550	bbsB; benzoylsuccinyl-CoA thiolase BbsB subunit [EC:2.3.1.-]	1
